mag,taxonomy
MS-all-DCM-180-2000-00_bin-45,Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;-;-;-
NPO-all-DCM-20-180-00_bin-60,Eukaryota;Metazoa;-;-;-;-;-;-
SO-all-SRF-5-20-00_bin-17,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
IO-all-SRF-180-2000-00_bin-48,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-all-SRF-180-2000-00_bin-136,Eukaryota;Metazoa;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Stylophora;-
SAO-all-DCM-0-8-5-00_bin-440,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-
SPO-SPSG-SRF-180-2000-00_bin-57,Eukaryota;Metazoa;-;-;-;-;-;-
IO-all-DCM-0-8-5-00_bin-320,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
MS-all-SRF-0-8-5-00_bin-333,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
IO-all-SRF-0-8-5-00_bin-34,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-129,Eukaryota;Metazoa;-;-;-;-;-;-
NPO-all-SRF-0-8-5-00_bin-284,Eukaryota;-;-;-;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-282,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
SPO-all-DCM-0-8-5-00_bin-575,Eukaryota;-;-;-;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-662,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-
SPO-all-SRF-0-8-5-00_bin-460,Eukaryota;-;-;-;-;-;-;-
NAO-all-SRF-180-2000-00_bin-77,Eukaryota;Metazoa;-;-;-;-;-;-
IO-all-SRF-0-8-5-00_bin-538,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-
SPO-CHIL-SRF-180-2000-00_bin-57,Eukaryota;Metazoa;-;-;-;-;-;-
MS-all-SRF-20-180-00_bin-65,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-DCM-20-180-00_bin-2,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-PEOD-DCM-0-8-5-00_bin-41,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-23,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-
MS-all-SRF-20-180-00_bin-42,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-168,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-628,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-
MS-all-SRF-20-180-00_bin-98,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SAO-all-MES-0-8-5-00_bin-104,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-all-SRF-20-180-00_bin-86,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
IO-all-SRF-0-8-5-00_bin-591,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-931,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-284,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
SPO-SPSG-SRF-0-8-5-00_bin-427,Eukaryota;-;-;-;-;-;-;-
IO-all-SRF-5-20-00_bin-49,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-all-SRF-180-2000-00_bin-173,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;-;-
SPO-all-SRF-0-8-5-00_bin-469,Eukaryota;-;-;-;-;-;-;-
NAO-all-MIX-0-8-5-00_bin-117,Eukaryota;-;-;-;-;-;-;-
IO-all-DCM-0-8-5-00_bin-120,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas sp.
SPO-all-SRF-20-180-00_bin-40,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
MS-all-SRF-180-2000-00_bin-37,Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;-;-;-
RS-all-SRF-20-180-00_bin-8,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
IO-all-SRF-0-8-5-00_bin-260,Eukaryota;-;-;-;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-409,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-
IO-all-SRF-20-180-00_bin-40,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-SRF-180-2000-00_bin-87,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-all-SRF-180-2000-00_bin-23,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-737,Eukaryota;-;-;-;-;-;-;-
SPO-all-SRF-20-180-00_bin-158,Eukaryota;Metazoa;-;-;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-366,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
SPO-SPSG-SRF-180-2000-00_bin-122,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-96,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-160,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;-;-;-;-
MS-all-SRF-0-8-5-00_bin-410,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-
IO-all-SRF-5-20-00_bin-60,Eukaryota;Metazoa;-;-;-;-;-;-
NAO-all-MIX-0-8-5-00_bin-276,Eukaryota;-;-;-;-;-;-;-
IO-all-SRF-0-8-5-00_bin-109,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-
SAO-all-SRF-180-2000-00_bin-33,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-CHIL-SRF-20-180-00_bin-27,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-PEOD-DCM-20-180-00_bin-9,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
IO-all-SRF-0-8-5-00_bin-183,Eukaryota;-;-;-;-;-;-;-
SPO-SPSG-DCM-5-20-00_bin-40,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;-;-;-;-
SPO-SPSG-SRF-180-2000-00_bin-35,Eukaryota;Metazoa;-;-;-;-;-;-
NAO-all-SRF-20-180-00_bin-6,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-26,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-
MS-all-SRF-20-180-00_bin-12,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-all-SRF-20-180-00_bin-225,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
IO-all-SRF-0-8-5-00_bin-380,Eukaryota;-;-;-;-;-;-;-
MS-all-DCM-180-2000-00_bin-14,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
MS-all-SRF-180-2000-00_bin-24,Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;-;-;-
SPO-SPSG-SRF-180-2000-00_bin-16,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-SPSG-SRF-180-2000-00_bin-187,Eukaryota;Metazoa;-;-;-;-;-;-
NAO-all-SRF-180-2000-00_bin-49,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-505,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-
IO-all-SRF-20-180-00_bin-89,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-775,Eukaryota;-;-;-;-;-;-;-
SPO-all-SRF-20-180-00_bin-127,Eukaryota;Metazoa;Cnidaria;-;-;-;-;-
NPO-all-MES-0-8-5-00_bin-163,Eukaryota;-;-;-;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-99,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-MIX-0-8-5-00_bin-161,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;-;-
SPO-all-SRF-0-8-5-00_bin-761,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus lucimarinus
NAO-all-MIX-0-8-5-00_bin-130,Eukaryota;-;-;-;-;-;-;-
NAO-all-SRF-5-20-00_bin-26,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SAO-all-DCM-20-180-00_bin-30,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
IO-all-SRF-0-8-5-00_bin-290,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
NAO-all-MIX-0-8-5-00_bin-132,Eukaryota;-;-;-;-;-;-;-
NAO-all-SRF-20-180-00_bin-71,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NAO-all-SRF-180-2000-00_bin-94,Eukaryota;Metazoa;Mollusca;Gastropoda;-;-;-;-
SPO-all-SRF-20-180-00_bin-171,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-38,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-all-SRF-20-180-00_bin-110,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-550,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas sp.
MS-all-SRF-5-20-00_bin-56,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-SRF-20-180-00_bin-19,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-109,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-
NAO-all-SRF-20-180-00_bin-82,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SO-all-SRF-20-180-00_bin-21,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Phaeocystales;-;-;-
NAO-all-SRF-0-8-5-00_bin-300,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-105,Eukaryota;-;-;-;-;-;-;-
SPO-SPSG-SRF-0-8-5-00_bin-673,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
NPO-all-SRF-180-2000-00_bin-18,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-DCM-20-180-00_bin-25,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NPO-all-DCM-0-8-5-00_bin-379,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
MS-all-SRF-5-20-00_bin-9,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-SPSG-DCM-20-180-00_bin-30,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-62,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;-;-
IO-all-DCM-20-180-00_bin-48,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NPO-all-SRF-0-8-5-00_bin-425,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
IO-all-SRF-0-8-5-00_bin-312,Eukaryota;-;-;-;-;-;-;-
IO-all-DCM-5-20-00_bin-11,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-32,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;-;-
SPO-SPSG-SRF-20-180-00_bin-153,Eukaryota;Metazoa;Mollusca;Gastropoda;Aplysiida;-;-;-
SPO-all-SRF-0-8-5-00_bin-849,Eukaryota;-;-;-;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-516,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-
SPO-all-DCM-0-8-5-00_bin-206,Eukaryota;-;-;-;-;-;-;-
NPO-all-SRF-5-20-00_bin-47,Eukaryota;Metazoa;-;-;-;-;-;-
MS-all-DCM-0-8-5-00_bin-323,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-
SPO-all-SRF-0-8-5-00_bin-1028,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-
IO-all-SRF-180-2000-00_bin-7,Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;-;-;-
SAO-all-DCM-0-8-5-00_bin-75,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-
IO-all-SRF-0-8-5-00_bin-336,Eukaryota;-;-;-;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-770,Eukaryota;Stramenopiles;-;-;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-2,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas sp.
NPO-all-SRF-180-2000-00_bin-13,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-SPSG-SRF-0-8-5-00_bin-217,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
SPO-PEOD-SRF-20-180-00_bin-35,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-0-8-5-00_bin-296,Eukaryota;-;-;-;-;-;-;-
IO-all-DCM-0-8-5-00_bin-107,Eukaryota;-;-;-;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-59,Eukaryota;-;-;-;-;-;-;-
SO-all-DCM-0-8-5-00_bin-36,Eukaryota;-;-;-;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-130,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-SRF-20-180-00_bin-67,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-195,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-
NAO-all-SRF-20-180-00_bin-32,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NPO-all-SRF-180-2000-00_bin-25,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-PEOD-SRF-20-180-00_bin-32,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SO-all-DCM-0-8-5-00_bin-35,Eukaryota;-;-;-;-;-;-;-
IO-all-SRF-0-8-5-00_bin-351,Eukaryota;-;-;-;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-253,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
NPO-all-SRF-20-180-00_bin-1,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-all-SRF-20-180-00_bin-167,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
MS-all-SRF-0-8-5-00_bin-123,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus lucimarinus
IO-all-SRF-0-8-5-00_bin-89,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
MS-all-SRF-0-8-5-00_bin-580,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Isochrysidales;Noelaerhabdaceae;-;-
SPO-all-SRF-20-180-00_bin-78,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-SRF-180-2000-00_bin-57,Eukaryota;Metazoa;-;-;-;-;-;-
NAO-all-MIX-0-8-5-00_bin-271,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-SPSG-SRF-180-2000-00_bin-2,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-MES-0-8-5-00_bin-268,Eukaryota;-;-;-;-;-;-;-
SAO-all-SRF-20-180-00_bin-59,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
IO-all-DCM-0-8-5-00_bin-12,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-556,Eukaryota;-;-;-;-;-;-;-
IO-all-SRF-0-8-5-00_bin-80,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-
NPO-all-SRF-0-8-5-00_bin-15,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-42,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;-;-
SPO-all-SRF-5-20-00_bin-182,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-DCM-0-8-5-00_bin-34,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-
SPO-all-SRF-5-20-00_bin-110,Eukaryota;Metazoa;-;-;-;-;-;-
IO-all-SRF-0-8-5-00_bin-502,Eukaryota;-;-;-;-;-;-;-
NPO-all-SRF-20-180-00_bin-41,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-113,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
IO-all-FSW-0-8-5-00_bin-83,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
NAO-all-DCM-5-20-00_bin-6,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-
NAO-all-SRF-20-180-00_bin-44,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SAO-all-MES-0-8-5-00_bin-134,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NPO-all-DCM-20-180-00_bin-38,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
IO-all-DCM-0-8-5-00_bin-147,Eukaryota;-;-;-;-;-;-;-
IO-all-SRF-0-8-5-00_bin-341,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
SPO-SPSG-SRF-5-20-00_bin-57,Eukaryota;Metazoa;-;-;-;-;-;-
NAO-all-SRF-180-2000-00_bin-89,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-180-2000-00_bin-1,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-5-20-00_bin-108,Eukaryota;Metazoa;-;-;-;-;-;-
MS-all-DCM-180-2000-00_bin-37,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-341,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
NAO-all-MIX-0-8-5-00_bin-96,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-
SPO-SPSG-DCM-0-8-5-00_bin-173,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;-
RS-all-SRF-0-8-5-00_bin-7,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-
NPO-all-SRF-0-8-5-00_bin-209,Eukaryota;Metazoa;-;-;-;-;-;-
SO-all-DCM-0-8-5-00_bin-41,Eukaryota;-;-;-;-;-;-;-
IO-all-SRF-0-8-5-00_bin-406,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-
IO-all-DCM-0-8-5-00_bin-306,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos
SAO-all-DCM-180-2000-00_bin-12,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-PEOD-DCM-20-180-00_bin-4,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-PEOD-DCM-180-2000-00_bin-7,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NAO-all-MES-0-8-5-00_bin-372,Eukaryota;-;-;-;-;-;-;-
MS-all-SRF-20-180-00_bin-10,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
IO-all-DCM-0-8-5-00_bin-230,Eukaryota;-;-;-;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-93,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
MS-all-SRF-0-8-5-00_bin-196,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
MS-all-SRF-20-180-00_bin-24,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-CHIL-SRF-0-8-5-00_bin-142,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-
IO-all-SRF-20-180-00_bin-71,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-459,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-
NPO-all-SRF-5-20-00_bin-9,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
SPO-all-SRF-180-2000-00_bin-68,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-SPSG-MES-0-8-5-00_bin-179,Eukaryota;-;-;-;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-297,Eukaryota;-;-;-;-;-;-;-
NPO-all-SRF-20-180-00_bin-18,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
MS-all-SRF-20-180-00_bin-44,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-180-2000-00_bin-207,Eukaryota;Metazoa;-;-;-;-;-;-
NPO-all-SRF-0-8-5-00_bin-126,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-1039,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-SRF-180-2000-00_bin-24,Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;-;-;-
IO-all-SRF-0-8-5-00_bin-210,Eukaryota;-;-;-;-;-;-;-
SO-all-SRF-0-8-5-00_bin-97,Eukaryota;-;-;-;-;-;-;-
MS-all-SRF-0-8-5-00_bin-677,Eukaryota;-;-;-;-;-;-;-
SPO-SPSG-SRF-180-2000-00_bin-136,Eukaryota;Metazoa;-;-;-;-;-;-
NAO-all-MIX-180-2000-00_bin-13,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
IO-all-DCM-0-8-5-00_bin-344,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-
SPO-SPSG-MIX-0-8-5-00_bin-106,Eukaryota;-;-;-;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-867,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
MS-all-DCM-20-180-00_bin-38,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-
SPO-all-SRF-0-8-5-00_bin-190,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Thalassiosira;-
SAO-all-DCM-0-8-5-00_bin-191,Eukaryota;Stramenopiles;-;-;-;-;-;-
NAO-all-MIX-20-180-00_bin-17,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SO-all-SRF-0-8-5-00_bin-39,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-
SAO-all-DCM-0-8-5-00_bin-481,Eukaryota;-;-;-;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-297,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-
SPO-all-SRF-5-20-00_bin-55,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-
NPO-all-SRF-0-8-5-00_bin-530,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-
NAO-all-SRF-0-8-5-00_bin-316,Eukaryota;-;-;-;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-564,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus lucimarinus
SAO-all-DCM-0-8-5-00_bin-539,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;-;-
SPO-SPSG-SRF-0-8-5-00_bin-104,Eukaryota;-;-;-;-;-;-;-
RS-all-SRF-20-180-00_bin-30,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-320,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-
SAO-all-DCM-0-8-5-00_bin-594,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
SPO-SPSG-SRF-180-2000-00_bin-159,Eukaryota;Metazoa;-;-;-;-;-;-
MS-all-DCM-20-180-00_bin-72,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
IO-all-SRF-0-8-5-00_bin-252,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
SPO-CHIL-DCM-0-8-5-00_bin-39,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;-
SPO-all-SRF-180-2000-00_bin-164,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
MS-all-DCM-0-8-5-00_bin-53,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-
NAO-all-MIX-20-180-00_bin-20,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-MIX-180-2000-00_bin-9,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-SRF-180-2000-00_bin-33,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-528,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
NAO-all-SRF-180-2000-00_bin-22,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-
IO-all-SRF-5-20-00_bin-101,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-325,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-
IO-all-SRF-0-8-5-00_bin-174,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-
RS-all-SRF-180-2000-00_bin-9,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
IO-all-SRF-0-8-5-00_bin-223,Eukaryota;-;-;-;-;-;-;-
NPO-all-SRF-180-2000-00_bin-22,Eukaryota;Metazoa;-;-;-;-;-;-
